Subject,ZCTA5 10472,,,ZCTA5 11428,,,ZCTA5 11432,,,ZCTA5 11226,,,ZCTA5 11416,,,ZCTA5 10452,,,ZCTA5 11436,,,ZCTA5 11208,,,ZCTA5 10031,,,ZCTA5 11433,,,ZCTA5 11203,,,ZCTA5 11236,,,ZCTA5 11377,,,ZCTA5 10468,,,ZCTA5 11421,,,ZCTA5 11691,,,ZCTA5 11237,,,ZCTA5 11219,,,ZCTA5 11411,,,ZCTA5 11232,,,ZCTA5 11429,,,ZCTA5 11373,,,ZCTA5 11372,,,ZCTA5 11369,,,ZCTA5 11368,,
,Number,MOE,Pct,Number,MOE,Pct,Number,MOE,Pct,Number,MOE,Pct,Number,MOE,Pct,Number,MOE,Pct,Number,MOE,Pct,Number,MOE,Pct,Number,MOE,Pct,Number,MOE,Pct,Number,MOE,Pct,Number,MOE,Pct,Number,MOE,Pct,Number,MOE,Pct,Number,MOE,Pct,Number,MOE,Pct,Number,MOE,Pct,Number,MOE,Pct,Number,MOE,Pct,Number,MOE,Pct,Number,MOE,Pct,Number,MOE,Pct,Number,MOE,Pct,Number,MOE,Pct,Number,MOE,Pct
S1. HOUSEHOLDS BY TYPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universe: Total households,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Oceania,-,,,-,,,19,+/- 24,0.1,47,+/- 38,0.1,-,,,-,,,-,,,-,,,79,+/- 68,0.3,-,,,-,,,18,+/- 27,,30,+/- 30,0.1,-,,,5,+/- 9,,-,,,40,+/- 35,0.2,50,+/- 41,0.2,-,,,9,+/- 13,0.1,-,,,-,,,106,+/- 159,0.3,7,+/- 11,,119,+/- 188,0.2
  South and Central America (includes Mexico),22900,+/- 1409,81.2,6533,+/- 501,69.5,13973,+/- 1055,39.7,38279,+/- 1811,85.6,8734,+/- 556,63.3,27356,+/- 1607,81.9,6841,+/- 588,87,30454,+/- 1718,80,18510,+/- 1387,77.9,10885,+/- 1083,75,36106,+/- 1292,93,41180,+/- 1378,89.9,20353,+/- 1657,40.2,31506,+/- 1843,86.1,12918,+/- 964,65,14850,+/- 1500,72.7,14314,+/- 1211,78.9,5201,+/- 862,16.8,7563,+/- 662,94,5770,+/- 652,52.9,10611,+/- 904,89,26460,+/- 1519,42,23233,+/- 1901,64.3,14623,+/- 1017,77.6,54390,+/- 2243,80.5
  Northern America,-,,,32,+/- 33,0.3,62,+/- 41,0.2,115,+/- 75,0.3,54,+/- 58,0.4,-,,,38,+/- 44,0.5,55,+/- 39,0.1,222,+/- 154,0.9,-,,,98,+/- 55,0.3,123,+/- 58,0.3,74,+/- 45,0.1,26,+/- 26,0.1,54,+/- 42,0.3,154,+/- 79,0.8,48,+/- 28,0.3,325,+/- 117,1.1,30,+/- 32,0.4,126,+/- 70,1.2,56,+/- 42,0.5,84,+/- 61,0.1,55,+/- 58,0.2,32,+/- 29,0.2,1,+/- 2,
S15. LANGUAGE SPOKEN AT HOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universe: Population 5 years and over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Population 5 years and over,-,,,-,,,-,,,-,,,-,,,-,,,-,,,-,,,-,,,-,,,-,,,-,,,-,,,-,,,-,,,-,,,-,,,-,,,-,,,-,,,-,,,-,,,-,,,-,,,-,,
  English only,20611,+/- 1125,,9791,+/- 700,,19187,+/- 1135,,58921,+/- 1867,,9988,+/- 733,,19479,+/- 1478,,15088,+/- 746,,45024,+/- 1797,,24069,+/- 1615,,24728,+/- 1464,,57033,+/- 1786,,70948,+/- 1933,,18985,+/- 1172,,15245,+/- 1162,,11719,+/- 854,,39414,+/- 2387,,16327,+/- 1010,,16721,+/- 1457,,16069,+/- 802,,8698,+/- 1013,,17491,+/- 1103,,12284,+/- 1073,,12640,+/- 1086,,7954,+/- 628,,13055,+/- 1681,
  Language other than English,42781,+/- 1921,,8204,+/- 929,,38710,+/- 1953,,34515,+/- 2069,,15297,+/- 993,,51277,+/- 2402,,3807,+/- 619,,45069,+/- 2056,,32995,+/- 2146,,9507,+/- 1359,,14190,+/- 1080,,22809,+/- 1292,,63200,+/- 3000,,55829,+/- 2222,,26703,+/- 1384,,20803,+/- 1876,,30145,+/- 1651,,61711,+/- 2328,,3752,+/- 585,,17148,+/- 1152,,8569,+/- 983,,76065,+/- 2435,,45781,+/- 2455,,23719,+/- 1340,,89239,+/- 3245,
"    Speaks English less than ""very well""",21174,+/- 1328,49.5,4014,+/- 558,48.9,17990,+/- 1201,46.5,15066,+/- 1327,43.7,6278,+/- 624,41,25773,+/- 1553,50.3,1572,+/- 318,41.3,14419,+/- 1053,32,14095,+/- 1264,42.7,5429,+/- 1079,57.1,5416,+/- 595,38.2,8925,+/- 720,39.1,36940,+/- 2066,58.4,27518,+/- 1642,49.3,12119,+/- 888,45.4,8583,+/- 1047,41.3,13613,+/- 1107,45.2,32515,+/- 1712,52.7,1107,+/- 266,29.5,9379,+/- 822,54.7,3730,+/- 631,43.5,46290,+/- 1858,60.9,26458,+/- 1846,57.8,13163,+/- 861,55.5,55588,+/- 2084,62.3
  Speak Spanish,35785,+/- 1649,,3879,+/- 695,,12259,+/- 1142,,14264,+/- 1270,,8990,+/- 738,,43888,+/- 2052,,2209,+/- 433,,33938,+/- 1686,,26470,+/- 1842,,4990,+/- 869,,3821,+/- 612,,5215,+/- 647,,28559,+/- 2224,,50121,+/- 2110,,18568,+/- 1203,,13130,+/- 1420,,25712,+/- 1543,,8601,+/- 1305,,983,+/- 292,,11389,+/- 957,,2654,+/- 522,,34341,+/- 1839,,31605,+/- 2066,,19095,+/- 1193,,73364,+/- 2853,
"    Speaks English less than ""very well""",17609,+/- 1182,49.2,1943,+/- 413,50.1,6316,+/- 809,51.5,6079,+/- 798,42.6,3178,+/- 419,35.4,23217,+/- 1409,52.9,826,+/- 196,37.4,10873,+/- 942,32,12540,+/- 1169,47.4,2469,+/- 572,49.5,1358,+/- 324,35.5,1314,+/- 267,25.2,17465,+/- 1494,61.2,25249,+/- 1601,50.4,7942,+/- 782,42.8,5923,+/- 950,45.1,12019,+/- 1059,46.7,4599,+/- 916,53.5,339,+/- 179,34.5,5538,+/- 626,48.6,1088,+/- 413,41,21796,+/- 1405,63.5,19213,+/- 1558,60.8,10624,+/- 768,55.6,47135,+/- 1910,64.2
S16. COMPUTER OWNERSHIP AND INTERNET USE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universe: Total households,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total households,21887,+/- 301,,5558,+/- 187,,18547,+/- 456,,36733,+/- 612,,7217,+/- 210,,26126,+/- 314,,5581,+/- 181,,32181,+/- 477,,21959,+/- 453,,10519,+/- 287,,27761,+/- 445,,33282,+/- 452,,31400,+/- 657,,26338,+/- 469,,11638,+/- 277,,20594,+/- 465,,16740,+/- 342,,24430,+/- 490,,6270,+/- 177,,8812,+/- 239,,7340,+/- 218,,30285,+/- 504,,23814,+/- 516,,10294,+/- 315,,28502,+/- 458,
  Households with no computer,3980,+/- 388,18.2,605,+/- 123,10.9,2256,+/- 314,12.2,6017,+/- 519,16.4,635,+/- 131,8.8,4427,+/- 418,16.9,340,+/- 84,6.1,3656,+/- 371,11.4,2849,+/- 390,13,1543,+/- 223,14.7,5632,+/- 373,20.3,3846,+/- 336,11.6,3615,+/- 413,11.5,3713,+/- 410,14.1,937,+/- 148,8.1,3270,+/- 452,15.9,1890,+/- 257,11.3,6232,+/- 455,25.5,490,+/- 99,7.8,813,+/- 186,9.2,460,+/- 98,6.3,3636,+/- 442,12,2605,+/- 444,10.9,1442,+/- 173,14,3825,+/- 488,13.4
  Households with a computer,17907,+/- 404,81.8,4953,+/- 209,89.1,16291,+/- 499,87.8,30716,+/- 684,83.6,6582,+/- 244,91.2,21699,+/- 457,83.1,5241,+/- 194,93.9,28525,+/- 575,88.6,19110,+/- 535,87,8976,+/- 356,85.3,22129,+/- 546,79.7,29436,+/- 539,88.4,27785,+/- 699,88.5,22625,+/- 557,85.9,10701,+/- 308,91.9,17324,+/- 586,84.1,14850,+/- 427,88.7,18198,+/- 583,74.5,5780,+/- 192,92.2,7999,+/- 258,90.8,6880,+/- 241,93.7,26649,+/- 626,88,21209,+/- 666,89.1,8852,+/- 311,86,24677,+/- 636,86.6
    With a dial-up internet subscription alone,59,+/- 43,0.3,8,+/- 13,0.2,68,+/- 47,0.4,45,+/- 39,0.1,17,+/- 11,0.3,74,+/- 56,0.3,-,,,50,+/- 39,0.2,12,+/- 19,0.1,25,+/- 21,0.3,117,+/- 78,0.5,69,+/- 50,0.2,62,+/- 45,0.2,19,+/- 29,0.1,17,+/- 17,0.2,43,+/- 40,0.2,344,+/- 120,2.3,125,+/- 88,0.7,46,+/- 28,0.8,-,,,3,+/- 8,,45,+/- 33,0.2,20,+/- 32,0.1,9,+/- 15,0.1,18,+/- 21,0.1
    With a broadband internet subscription,14525,+/- 550,81.1,4632,+/- 223,93.5,14831,+/- 474,91,26831,+/- 793,87.4,6246,+/- 246,94.9,17446,+/- 590,80.4,4677,+/- 192,89.2,24637,+/- 619,86.4,17382,+/- 604,91,7450,+/- 367,83,20399,+/- 564,92.2,27121,+/- 592,92.1,25111,+/- 698,90.4,19646,+/- 561,86.8,9874,+/- 323,92.3,14945,+/- 624,86.3,12544,+/- 483,84.5,14096,+/- 502,77.5,5303,+/- 216,91.7,7184,+/- 288,89.8,6350,+/- 249,92.3,24572,+/- 641,92.2,18893,+/- 677,89.1,8123,+/- 312,91.8,20616,+/- 677,83.5
    No internet subscription,3323,+/- 359,18.6,313,+/- 92,6.3,1392,+/- 244,8.5,3840,+/- 458,12.5,319,+/- 79,4.8,4179,+/- 459,19.3,564,+/- 128,10.8,3838,+/- 420,13.5,1716,+/- 320,9,1501,+/- 249,16.7,1613,+/- 206,7.3,2246,+/- 296,7.6,2612,+/- 378,9.4,2960,+/- 337,13.1,810,+/- 156,7.6,2336,+/- 470,13.5,1962,+/- 331,13.2,3977,+/- 400,21.9,431,+/- 94,7.5,815,+/- 221,10.2,527,+/- 128,7.7,2032,+/- 304,7.6,2296,+/- 476,10.8,720,+/- 134,8.1,4043,+/- 547,16.4
